timestamp,country,energy_type,generation_MW
2022-01-04 16:00:00+00:00,Sweden,Hydro,10793.0
2022-01-04 16:00:00+00:00,Sweden,Solar,0.0
2022-01-04 16:00:00+00:00,Sweden,Wind,2771.0
2022-01-04 17:00:00+00:00,Sweden,Hydro,10757.0
2022-01-04 17:00:00+00:00,Sweden,Solar,0.0
2022-01-04 17:00:00+00:00,Sweden,Wind,2656.0
2022-01-04 18:00:00+00:00,Sweden,Hydro,10940.0
2022-01-04 18:00:00+00:00,Sweden,Solar,0.0
2022-01-04 18:00:00+00:00,Sweden,Wind,2578.0
2022-01-04 19:00:00+00:00,Sweden,Hydro,10753.0
2022-01-04 19:00:00+00:00,Sweden,Solar,0.0
2022-01-04 19:00:00+00:00,Sweden,Wind,2568.0
2022-01-04 20:00:00+00:00,Sweden,Hydro,10580.0
2022-01-04 20:00:00+00:00,Sweden,Solar,0.0
2022-01-04 20:00:00+00:00,Sweden,Wind,2459.0
2022-01-04 21:00:00+00:00,Sweden,Hydro,10631.0
2022-01-04 21:00:00+00:00,Sweden,Solar,0.0
2022-01-04 21:00:00+00:00,Sweden,Wind,2454.0
2022-01-04 22:00:00+00:00,Sweden,Hydro,10440.0
2022-01-04 22:00:00+00:00,Sweden,Solar,0.0
2022-01-04 22:00:00+00:00,Sweden,Wind,2331.0
2022-01-04 23:00:00+00:00,Sweden,Hydro,10452.0
2022-01-04 23:00:00+00:00,Sweden,Solar,0.0
2022-01-04 23:00:00+00:00,Sweden,Wind,2242.0
2022-01-05 00:00:00+00:00,Sweden,Hydro,10279.0
2022-01-05 00:00:00+00:00,Sweden,Solar,0.0
2022-01-05 00:00:00+00:00,Sweden,Wind,2253.0
2022-01-05 01:00:00+00:00,Sweden,Hydro,10250.0
2022-01-05 01:00:00+00:00,Sweden,Solar,0.0
2022-01-05 01:00:00+00:00,Sweden,Wind,2269.0
2022-01-05 02:00:00+00:00,Sweden,Hydro,10208.0
2022-01-05 02:00:00+00:00,Sweden,Solar,0.0
2022-01-05 02:00:00+00:00,Sweden,Wind,2283.0
2022-01-05 03:00:00+00:00,Sweden,Hydro,10281.0
2022-01-05 03:00:00+00:00,Sweden,Solar,0.0
2022-01-05 03:00:00+00:00,Sweden,Wind,2232.0
2022-01-05 04:00:00+00:00,Sweden,Hydro,10396.0
2022-01-05 04:00:00+00:00,Sweden,Solar,0.0
2022-01-05 04:00:00+00:00,Sweden,Wind,2285.0
2022-01-05 05:00:00+00:00,Sweden,Hydro,11015.0
2022-01-05 05:00:00+00:00,Sweden,Solar,0.0
2022-01-05 05:00:00+00:00,Sweden,Wind,2311.0
2022-01-05 06:00:00+00:00,Sweden,Hydro,11430.0
2022-01-05 06:00:00+00:00,Sweden,Solar,0.0
2022-01-05 06:00:00+00:00,Sweden,Wind,2304.0
2022-01-05 07:00:00+00:00,Sweden,Hydro,11526.0
2022-01-05 07:00:00+00:00,Sweden,Solar,0.0
2022-01-05 07:00:00+00:00,Sweden,Wind,2137.0
2022-01-05 08:00:00+00:00,Sweden,Hydro,11458.0
2022-01-05 08:00:00+00:00,Sweden,Solar,1.0
2022-01-05 08:00:00+00:00,Sweden,Wind,2162.0
2022-01-05 09:00:00+00:00,Sweden,Hydro,11300.0
2022-01-05 09:00:00+00:00,Sweden,Solar,6.0
2022-01-05 09:00:00+00:00,Sweden,Wind,2105.0
2022-01-05 10:00:00+00:00,Sweden,Hydro,11181.0
2022-01-05 10:00:00+00:00,Sweden,Solar,11.0
2022-01-05 10:00:00+00:00,Sweden,Wind,2116.0
2022-01-05 11:00:00+00:00,Sweden,Hydro,11035.0
2022-01-05 11:00:00+00:00,Sweden,Solar,10.0
2022-01-05 11:00:00+00:00,Sweden,Wind,2142.0
2022-01-05 12:00:00+00:00,Sweden,Hydro,10942.0
2022-01-05 12:00:00+00:00,Sweden,Solar,7.0
2022-01-05 12:00:00+00:00,Sweden,Wind,2400.0
2022-01-05 13:00:00+00:00,Sweden,Hydro,10792.0
2022-01-05 13:00:00+00:00,Sweden,Solar,2.0
2022-01-05 13:00:00+00:00,Sweden,Wind,2736.0
2022-01-05 14:00:00+00:00,Sweden,Hydro,10839.0
2022-01-05 14:00:00+00:00,Sweden,Solar,0.0
2022-01-05 14:00:00+00:00,Sweden,Wind,3030.0
2022-01-05 15:00:00+00:00,Sweden,Hydro,10862.0
2022-01-05 15:00:00+00:00,Sweden,Solar,0.0
2022-01-05 15:00:00+00:00,Sweden,Wind,3277.0
